Date,Open,High,Low,Close,Volume,Adj Close
2015-12-14,1892.00,1937.50,1843.00,1862.50,6214200,1764.571
2015-12-07,2080.50,2102.50,1871.00,1885.50,7628300,1786.362
2015-11-30,2190.00,2242.00,2063.50,2081.00,5680700,1971.583
2015-11-23,2270.00,2325.00,2182.52,2199.00,4429000,2083.378
2015-11-16,2233.50,2331.50,2190.50,2296.00,5575500,2175.278
2015-11-09,2276.50,2358.50,2224.00,2244.00,5421900,2126.012
2015-11-02,2334.00,2434.00,2257.00,2282.00,5872600,2162.014
2015-10-26,2493.00,2531.00,2322.50,2358.50,4709400,2234.492
2015-10-19,2475.00,2555.00,2380.50,2506.50,4075800,2374.71
2015-10-12,2605.00,2613.50,2478.00,2492.50,4311900,2361.446
2015-10-05,2300.00,2621.00,2283.50,2599.50,7346100,2462.82
2015-09-28,2220.50,2283.00,2090.50,2242.00,5701700,2124.117
2015-09-21,2285.00,2323.00,2154.00,2217.00,4730400,2100.432
2015-09-14,2394.50,2450.00,2235.00,2299.50,6430600,2178.594
2015-09-07,2285.50,2446.50,2241.50,2383.00,5110500,2257.704
2015-08-31,2388.00,2388.00,2227.50,2235.00,4568900,2117.485
2015-08-24,2209.00,2403.50,2107.78,2388.00,7882400,2262.441
2015-08-17,2459.00,2474.50,2310.00,2315.00,4851800,2193.279
2015-08-10,2581.00,2640.50,2434.50,2462.50,6605300,2333.024
2015-08-03,2476.00,2629.50,2402.50,2587.50,5890600,2385.312
2015-07-27,2414.00,2492.00,2373.00,2486.50,5479800,2292.204
2015-07-20,2597.50,2610.00,2377.00,2400.50,4323400,2212.924
2015-07-13,2555.00,2646.00,2504.00,2593.00,4450900,2390.382
2015-07-06,2560.00,2610.00,2438.00,2539.50,5355200,2341.062
2015-06-29,2675.50,2714.50,2576.00,2606.00,4363200,2402.366
2015-06-22,2757.50,2845.71,2678.00,2708.50,3782200,2496.857
2015-06-15,2815.00,2840.50,2694.00,2732.00,4791300,2518.52
2015-06-08,2850.00,2886.50,2753.50,2831.50,4252500,2610.245
2015-06-01,2856.50,2923.00,2818.50,2852.50,4389200,2629.604
2015-05-25,2902.50,2959.50,2835.50,2856.00,2562800,2632.831
2015-05-18,2921.00,2969.50,2806.50,2902.50,3991500,2675.697
2015-05-11,2990.00,3061.50,2916.50,2930.50,4422000,2701.51
2015-05-04,2997.00,3050.00,2950.00,2998.50,4055100,2764.196
2015-04-27,3065.00,3072.00,2848.50,2997.00,6410600,2762.813
2015-04-20,2806.50,3040.00,2796.39,3003.50,6100900,2768.805
2015-04-13,2813.00,2946.00,2769.00,2801.00,5295400,2582.129
2015-04-06,2751.00,2941.46,2751.00,2837.00,3633800,2615.316
2015-03-30,2822.00,2874.00,2721.19,2751.00,4023200,2536.036
2015-03-23,2924.50,2975.50,2778.12,2809.50,4904200,2589.964
2015-03-16,2825.00,2918.50,2812.00,2914.50,5781300,2686.76
2015-03-09,2916.50,2921.50,2796.50,2809.50,4976900,2589.964
2015-03-02,3244.00,3248.23,2908.50,2917.50,5584300,2689.525
2015-02-23,3183.50,3250.00,3097.69,3192.00,4026200,2867.917
2015-02-16,3151.50,3280.00,3107.00,3237.50,5255000,2908.798
2015-02-09,3030.00,3162.00,2932.50,3151.50,5651100,2831.529
2015-02-02,2910.00,3131.00,2873.50,3028.50,5520500,2721.017
2015-01-26,2812.00,2966.50,2795.00,2925.00,5403300,2628.026
2015-01-19,2888.00,3009.00,2808.50,2883.00,4550800,2590.29
2015-01-12,2992.00,3000.00,2716.00,2888.50,5660500,2595.232
2015-01-05,2972.00,3039.00,2870.00,2985.00,4667400,2681.934
2014-12-29,2925.00,3029.50,2920.00,2970.00,2091700,2668.457
2014-12-22,2891.50,2943.50,2814.10,2887.50,1124300,2594.333
2014-12-15,2666.50,2888.50,2600.00,2872.00,7076200,2580.407
2014-12-08,2880.00,2920.00,2680.00,2682.50,4762900,2410.147
2014-12-01,2870.00,3043.24,2855.00,2898.00,5167200,2603.767
2014-11-24,3024.50,3062.50,2929.00,2992.50,4313600,2688.673
2014-11-17,3031.00,3087.50,2814.50,3042.00,6528900,2733.147
2014-11-10,3049.00,3084.50,2937.00,3040.00,3593500,2731.35
2014-11-03,2958.50,3056.00,2934.00,3039.00,3564600,2730.451
