Date,Open,High,Low,Close,Volume,Adj Close
2016-10-31,115.57,116.339996,111.849998,112.089996,2285400,112.089996
2016-10-24,126.089996,126.32,116.769997,116.839996,2447700,116.839996
2016-10-17,128.339996,128.919998,126.489998,126.769997,1434900,126.769997
2016-10-10,126.940002,129.089996,126.419998,128.649994,1166400,128.649994
2016-10-03,130.210007,130.470001,126.010002,127.25,1521200,127.25
2016-09-26,130.729996,136.080002,129.990005,131.410004,2460000,131.410004
2016-09-19,125.309998,130.880005,124.709999,130.160004,832100,130.160004
2016-09-12,122.82,124.989998,122.18,124.089996,925600,124.089996
2016-09-06,127.419998,128.570007,123.230003,123.230003,880700,123.230003
2016-08-29,125.510002,127.00,123.370003,126.760002,797200,126.760002
2016-08-22,125.379997,128.059998,125.260002,125.739998,625900,125.739998
2016-08-15,126.489998,126.910004,125.290001,126.379997,725100,126.379997
2016-08-08,123.379997,126.290001,122.68,126.190002,1249800,126.190002
2016-08-01,126.900002,127.080002,122.910004,123.849998,1548100,123.849998
2016-07-25,126.559998,129.860001,121.379997,129.440002,2929800,129.440002
2016-07-18,125.300003,128.050003,123.160004,126.120003,1726300,126.120003
2016-07-11,128.130005,128.789993,124.529999,125.43,1158600,125.43
2016-07-05,128.889999,129.330002,125.440002,127.75,1267800,127.75
2016-06-27,121.379997,132.899994,119.779999,131.399994,2050000,131.399994
2016-06-20,128.229996,130.619995,121.949997,122.470001,1855600,122.470001
2016-06-13,124.019997,125.660004,121.599998,124.230003,1889900,124.230003
2016-06-06,130.00,131.699997,125.300003,125.489998,1249400,125.489998
2016-05-31,127.18,129.119995,125.769997,128.009995,1161000,128.009995
2016-05-23,121.959999,127.440002,121.449997,126.290001,994100,126.290001
2016-05-16,124.790001,125.879997,120.769997,121.989998,1083500,121.989998
2016-05-09,126.599998,128.100006,124.830002,124.889999,1156100,124.889999
2016-05-02,125.309998,126.010002,121.68,125.010002,1814800,125.010002
2016-04-25,128.029999,129.240005,123.720001,124.18,1228600,124.18
2016-04-18,126.029999,132.910004,125.970001,128.270004,2030500,126.009117
2016-04-11,121.139999,126.989998,120.290001,126.269997,1629900,124.044365
2016-04-04,126.900002,127.040001,120.830002,121.620003,1648500,119.476334
2016-03-28,121.889999,126.959999,121.589996,125.650002,2116500,123.435295
2016-03-21,120.32,123.239998,120.32,121.580002,1422800,119.437035
2016-03-14,117.00,122.080002,114.800003,121.550003,1376100,119.407562
2016-03-07,115.599998,119.150002,114.660004,117.75,1304400,115.674538
2016-02-29,110.589996,116.720001,110.589996,116.260002,1806800,114.210808
2016-02-22,116.639999,117.900002,111.410004,112.269997,1630000,110.29113
2016-02-16,116.50,118.419998,115.330002,116.400002,1659700,114.348335
2016-02-08,117.379997,118.459999,113.900002,115.419998,1994800,113.385605
2016-02-01,125.470001,127.110001,118.07,118.300003,2054600,116.214851
2016-01-25,121.410004,126.220001,120.970001,125.839996,1726100,123.621941
2016-01-19,119.599998,121.220001,113.360001,120.989998,2568700,118.85743
2016-01-11,119.910004,120.190002,114.769997,116.410004,2429500,114.358162
2016-01-04,122.580002,122.809998,116.940002,117.129997,1667400,115.065468
2015-12-28,125.910004,127.790001,124.43,125.00,740200,122.796753
2015-12-21,125.790001,126.059998,123.050003,125.75,1130100,123.533531
2015-12-14,123.470001,126.870003,121.650002,124.00,2305200,121.814377
2015-12-07,129.979996,130.00,121.860001,122.599998,2165000,120.439049
2015-11-30,129.720001,129.880005,126.459999,127.870003,1341200,125.616165
2015-11-23,127.839996,130.080002,126.300003,129.139999,1426600,126.863777
2015-11-16,122.269997,126.940002,121.25,125.849998,1411200,123.631767
2015-11-09,118.099998,122.860001,116.459999,120.129997,1335200,118.012589
2015-11-02,120.00,120.730003,117.260002,118.959999,1570900,116.863213
2015-10-26,118.32,120.660004,116.510002,119.330002,1465300,115.50663
2015-10-19,116.199997,119.110001,114.099998,118.730003,1406800,114.925858
2015-10-12,112.00,116.089996,111.400002,115.099998,2779600,111.412163
