Date,Open,High,Low,Close,Volume,Adj Close
2016-01-04,1546.00,1560.00,1374.50,1375.00,10187100,1267.908
2015-12-28,1557.00,1566.50,1492.87,1526.00,2800900,1407.148
2015-12-21,1460.00,1571.00,1442.00,1557.00,4838700,1435.733
2015-12-14,1465.50,1489.50,1415.50,1463.50,8682600,1349.516
2015-12-07,1584.50,1584.50,1453.50,1453.50,8449200,1340.294
2015-11-30,1644.50,1685.00,1576.00,1585.50,6938700,1462.014
2015-11-23,1614.50,1678.00,1604.00,1656.50,5269400,1527.484
2015-11-16,1566.50,1692.00,1566.50,1635.00,7562000,1507.658
2015-11-09,1712.00,1739.50,1559.00,1568.00,5611200,1445.877
2015-11-02,1681.50,1794.00,1673.00,1712.00,6469100,1549.051
2015-10-26,1768.50,1777.50,1684.00,1690.00,6157100,1529.145
2015-10-19,1807.50,1816.50,1746.00,1762.50,4947700,1594.745
2015-10-12,1804.50,1824.00,1750.00,1808.00,4529300,1635.914
2015-10-05,1645.50,1833.00,1635.00,1811.00,7949500,1638.628
2015-09-28,1562.00,1635.99,1497.50,1608.00,5811300,1454.95
2015-09-21,1574.00,1598.00,1519.00,1552.00,5866600,1404.28
2015-09-14,1616.00,1669.00,1578.50,1582.00,6634700,1431.425
2015-09-07,1624.50,1668.62,1600.00,1612.00,5795900,1458.569
2015-08-31,1695.00,1721.50,1597.00,1605.00,7574900,1452.235
2015-08-24,1638.00,1705.50,1543.00,1695.00,11148200,1533.669
2015-08-17,1805.00,1805.50,1684.84,1686.00,5989200,1525.526
2015-08-10,1888.50,1893.12,1794.50,1797.00,6825700,1625.961
2015-08-03,1837.00,1902.50,1811.50,1885.50,7663000,1677.941
2015-07-27,1753.00,1864.00,1725.50,1840.00,6711900,1637.45
2015-07-20,1818.50,1838.50,1752.50,1755.50,4204400,1562.252
2015-07-13,1844.00,1845.50,1803.50,1814.00,4328800,1614.312
2015-07-06,1799.50,1842.00,1753.00,1822.00,6021400,1621.431
2015-06-29,1835.00,1838.00,1786.50,1812.00,6209100,1612.532
2015-06-22,1870.50,1918.00,1855.50,1858.00,5782400,1653.468
2015-06-15,1851.00,1866.05,1825.50,1843.50,5167100,1640.565
2015-06-08,1913.50,1915.50,1851.50,1858.00,5870700,1653.468
2015-06-01,1956.00,1958.50,1886.50,1902.50,7012000,1693.07
2015-05-25,1970.50,1973.50,1924.00,1943.00,4323300,1729.111
2015-05-18,1998.50,2019.50,1956.50,1970.50,5364800,1753.584
2015-05-11,2066.50,2094.50,1985.50,1991.50,5709200,1772.272
2015-05-04,2060.00,2119.50,2001.50,2072.00,5460100,1816.191
2015-04-27,2066.50,2094.50,2033.50,2060.00,5447000,1805.673
2015-04-20,2098.00,2122.00,2059.50,2066.00,6300400,1810.932
2015-04-13,2034.50,2119.00,2023.00,2089.00,6021200,1831.093
2015-04-06,2024.50,2099.75,1971.00,2026.50,7224700,1776.309
2015-03-30,2049.00,2072.00,2006.50,2024.50,3543100,1774.556
2015-03-23,2073.50,2118.00,1990.35,2034.50,5159700,1783.321
2015-03-16,1925.00,2069.50,1916.79,2064.00,8262200,1809.179
2015-03-09,2025.50,2035.50,1918.50,1921.50,6303500,1684.272
2015-03-02,2113.00,2119.50,2023.50,2030.00,6498000,1779.377
2015-02-23,2139.00,2139.00,2094.50,2118.00,4752100,1856.512
2015-02-16,2155.00,2173.50,2103.00,2127.00,5359600,1864.401
2015-02-09,2163.00,2195.50,2105.50,2149.00,8567800,1883.685
2015-02-02,2044.00,2189.00,2037.50,2165.00,12780000,1870.126
2015-01-26,2157.50,2216.50,2014.00,2018.00,9418500,1743.147
2015-01-19,2103.50,2215.25,2083.00,2185.00,6860900,1887.402
2015-01-12,2115.00,2115.50,1974.00,2102.50,8468700,1816.138
2015-01-05,2157.50,2161.00,2033.00,2106.50,6302800,1819.594
2014-12-29,2208.00,2214.50,2125.00,2168.00,2346700,1872.717
2014-12-22,2201.50,2239.50,2155.50,2203.50,2598800,1903.382
2014-12-15,1980.00,2177.00,1929.00,2170.00,10103800,1874.445
2014-12-08,2139.50,2148.50,1982.00,1984.00,5689200,1713.778
2014-12-01,2103.00,2229.50,2065.81,2149.00,4988100,1856.305
2014-11-24,2288.50,2299.50,2086.50,2132.50,4750800,1842.052
2014-11-17,2192.50,2296.50,2188.50,2283.50,3826400,1972.486
2014-11-10,2237.00,2257.00,2157.50,2201.50,3577800,1901.655
2014-11-03,2221.50,2240.50,2134.00,2230.50,5346400,1900.565
