Date,Open,High,Low,Close,Volume,Adj Close
2015-09-14,506.10,517.10,478.35,490.65,28407100,447.252
2015-09-07,497.95,522.90,492.50,504.30,22559700,459.695
2015-08-31,518.70,518.70,490.25,493.50,22073500,449.85
2015-08-24,508.30,521.78,482.55,518.70,44244900,472.821
2015-08-17,560.50,561.20,521.20,521.20,23375300,475.10
2015-08-10,589.60,594.40,555.789,558.00,34897100,508.645
2015-08-03,589.30,595.60,577.20,587.70,18230600,529.593
2015-07-27,566.90,581.70,561.70,579.70,21040500,522.384
2015-07-20,585.00,588.60,568.50,569.40,17543000,513.102
2015-07-13,572.40,584.48,567.00,580.20,18483300,522.835
2015-07-06,564.00,571.60,544.30,565.70,28451000,509.768
2015-06-29,575.60,584.33,566.90,572.90,26301600,516.256
2015-06-22,594.80,604.10,586.00,589.90,25554800,531.576
2015-06-15,605.70,608.40,582.00,590.80,31085300,532.387
2015-06-08,620.00,633.218,605.80,607.70,23991300,547.616
2015-06-01,624.90,633.10,611.10,618.90,24543500,557.708
2015-05-25,620.60,630.62,616.20,622.70,18534500,561.133
2015-05-18,615.10,625.03,611.10,620.60,22647000,559.24
2015-05-11,636.20,639.20,607.00,616.90,24532100,546.982
2015-05-04,646.30,646.30,624.00,641.10,15879300,568.439
2015-04-27,658.20,674.57,561.592,646.30,33847500,573.049
2015-04-20,605.10,635.50,603.10,629.70,26794000,558.331
2015-04-13,617.20,623.60,597.30,600.00,28647700,531.997
2015-04-06,582.30,612.16,582.30,612.10,35683700,542.726
2015-03-30,584.50,585.50,550.667,582.30,18905900,516.303
2015-03-23,584.10,597.00,559.008,578.50,33912800,512.934
2015-03-16,563.90,586.00,558.90,584.70,29893900,518.431
2015-03-09,568.30,573.60,555.40,561.30,35285400,497.683
2015-03-02,579.80,587.20,567.80,568.00,25048200,503.624
2015-02-23,610.00,610.00,566.00,577.30,43060800,500.167
2015-02-16,596.20,608.70,596.20,605.20,20002100,524.339
2015-02-09,616.50,616.50,590.10,598.20,25040500,518.274
2015-02-02,612.50,625.40,604.40,620.80,19519700,537.855
2015-01-26,622.40,628.70,597.101,609.60,29895900,528.151
2015-01-19,594.60,630.00,577.219,624.80,25986500,541.32
2015-01-12,604.90,608.13,573.54,594.00,28701000,514.636
2015-01-05,613.70,615.00,583.633,602.00,27855100,521.567
2014-12-29,619.90,621.30,605.40,612.00,7429100,530.231
2014-12-22,609.20,616.70,609.076,614.20,4694800,532.137
2014-12-15,605.80,610.20,586.50,607.50,41982400,526.332
2014-12-08,641.20,642.561,603.30,603.40,20751900,522.78
2014-12-01,632.30,646.60,623.60,643.10,20299900,557.175
2014-11-24,634.40,640.40,626.20,637.00,25217100,551.89
2014-11-17,637.40,641.50,622.70,631.50,20908900,547.125
2014-11-10,634.80,643.00,630.20,642.70,16967000,556.829
2014-11-03,637.10,645.00,620.299,630.00,24821500,545.826
