Date,Open,High,Low,Close,Volume,Adj Close
2016-01-18,1359.50,1403.00,1351.50,1391.50,8469000,1320.46
2016-01-11,1363.50,1395.18,1343.00,1363.50,9834500,1293.89
2016-01-04,1359.00,1391.00,1333.07,1371.50,9476700,1301.481
2015-12-28,1376.00,1392.00,1369.50,1373.00,2373400,1302.905
2015-12-21,1329.00,1376.00,1326.50,1376.00,2977100,1305.751
2015-12-14,1295.50,1369.50,1277.25,1334.00,9144400,1265.896
2015-12-07,1328.00,1354.25,1296.50,1297.50,7189600,1231.259
2015-11-30,1367.50,1386.50,1318.25,1319.00,8301800,1251.661
2015-11-23,1354.00,1374.50,1324.93,1365.50,7144700,1295.787
2015-11-16,1307.50,1366.50,1300.50,1361.00,6864000,1291.517
2015-11-09,1387.00,1394.00,1300.70,1312.50,7218700,1245.493
2015-11-02,1394.50,1403.50,1366.82,1384.50,7136500,1295.643
2015-10-26,1370.00,1426.50,1354.82,1405.00,9930400,1314.827
2015-10-19,1350.50,1373.50,1312.93,1369.00,7815900,1281.138
2015-10-12,1311.50,1349.50,1292.50,1346.00,7269800,1259.614
2015-10-05,1300.00,1317.00,1282.50,1310.00,7201800,1225.924
2015-09-28,1274.00,1298.00,1227.50,1281.50,8343500,1199.254
2015-09-21,1287.00,1304.50,1241.50,1289.00,8270700,1206.272
2015-09-14,1301.50,1327.74,1252.50,1285.00,8445900,1202.529
2015-09-07,1318.50,1342.77,1286.50,1295.00,7388100,1211.887
2015-08-31,1340.50,1351.50,1289.82,1303.50,5996800,1219.842
2015-08-24,1288.50,1347.26,1247.50,1340.50,15522500,1254.467
2015-08-17,1410.00,1417.82,1324.50,1324.50,6580600,1239.494
2015-08-10,1447.50,1457.62,1398.50,1402.50,9034100,1312.488
2015-08-03,1394.00,1467.50,1392.50,1450.00,11090900,1338.77
2015-07-27,1333.50,1398.82,1322.00,1396.00,13725200,1288.913
2015-07-20,1382.00,1385.80,1337.50,1338.50,5727400,1235.823
2015-07-13,1383.00,1392.50,1366.00,1371.00,6695700,1265.83
2015-07-06,1339.00,1381.17,1336.00,1370.00,8353000,1264.907
2015-06-29,1340.00,1363.50,1322.50,1347.50,8952900,1244.133
2015-06-22,1371.00,1389.00,1365.00,1367.50,7869100,1262.599
2015-06-15,1365.50,1418.74,1305.50,1357.00,11823400,1252.904
2015-06-08,1394.50,1400.00,1370.20,1373.00,8974900,1267.677
2015-06-01,1450.00,1464.00,1384.90,1398.50,10500200,1291.221
2015-05-25,1464.50,1479.50,1423.00,1453.50,8822500,1342.002
2015-05-18,1418.50,1475.50,1413.25,1464.50,8558000,1352.158
2015-05-11,1472.50,1491.57,1396.00,1418.50,10070300,1309.687
2015-05-04,1511.50,1548.50,1447.00,1478.50,12248700,1347.203
2015-04-27,1537.50,1576.29,1490.26,1511.50,9964900,1377.272
2015-04-20,1579.00,1599.50,1516.50,1534.50,8358900,1398.23
2015-04-13,1634.00,1643.50,1569.50,1575.50,7100500,1435.589
2015-04-06,1569.50,1645.00,1568.38,1642.00,5736300,1496.183
2015-03-30,1589.00,1598.50,1493.29,1569.50,6607000,1430.122
2015-03-23,1634.00,1636.62,1555.38,1569.50,8456700,1430.122
2015-03-16,1569.50,1640.00,1557.00,1635.00,12106100,1489.805
2015-03-09,1557.50,1564.00,1513.00,1560.00,8675900,1421.465
2015-03-02,1538.00,1577.50,1531.00,1560.00,6018900,1421.465
2015-02-23,1527.50,1557.00,1522.00,1541.50,6524800,1404.608
2015-02-16,1548.50,1562.50,1522.62,1530.00,7955500,1394.129
2015-02-09,1514.50,1556.50,1480.50,1553.00,10466000,1394.163
2015-02-02,1469.00,1537.28,1448.75,1517.50,12054900,1362.294
2015-01-26,1488.00,1507.50,1467.00,1467.00,8145700,1316.959
2015-01-19,1430.50,1500.50,1426.50,1500.00,9318600,1346.584
2015-01-12,1416.00,1434.50,1361.00,1431.00,9022100,1284.641
2015-01-05,1370.50,1434.31,1335.55,1409.50,10503000,1265.34
2014-12-29,1410.00,1418.50,1370.00,1383.00,3403000,1241.55
2014-12-22,1389.50,1419.00,1362.50,1385.00,3127100,1243.346
2014-12-15,1350.00,1395.50,1315.00,1392.00,12796700,1249.63
2014-12-08,1473.00,1477.50,1363.50,1364.50,11116800,1224.942
2014-12-01,1483.00,1512.00,1448.87,1470.50,9773500,1320.101
2014-11-24,1478.00,1490.00,1463.00,1485.00,6707700,1333.118
2014-11-17,1458.00,1490.00,1451.62,1481.50,7343500,1329.976
2014-11-10,1414.50,1465.62,1408.25,1461.50,6694600,1312.021
2014-11-03,1414.00,1438.50,1396.39,1417.00,7527400,1272.073
