Date,Open,High,Low,Close,Volume,Adj Close
2016-10-31,4719.00,4759.00,4471.00,4520.00,4119200,4520.00
2016-10-24,4666.00,4877.54,4480.50,4707.50,5882900,4707.50
2016-10-17,4860.50,5003.00,4632.00,4666.00,4735500,4666.00
2016-10-10,4879.00,4907.00,4830.00,4886.50,2478500,4886.50
2016-10-03,4932.50,5108.00,4774.61,4873.50,3407400,4873.50
2016-09-26,4913.00,4978.50,4867.00,4930.00,2288300,4930.00
2016-09-19,4742.50,4944.00,4726.00,4939.00,1934100,4939.00
2016-09-12,4651.00,4748.00,4636.00,4713.00,2464800,4713.00
2016-09-05,4877.50,4888.50,4681.00,4695.50,1866600,4695.50
2016-08-30,4803.00,4899.00,4663.50,4866.00,2896500,4866.00
2016-08-22,4878.50,4940.50,4762.00,4810.00,2013300,4810.00
2016-08-15,4980.50,5006.00,4809.80,4872.50,1951000,4872.50
2016-08-08,4796.00,4985.00,4735.50,4971.00,1861400,4919.451
2016-08-01,4829.50,4863.50,4653.00,4831.50,2494400,4781.398
2016-07-25,4808.00,4848.00,4702.00,4824.50,2412600,4774.47
2016-07-18,4820.50,4860.00,4740.00,4813.50,1935500,4763.584
2016-07-11,4883.00,4964.00,4410.20,4835.00,3130600,4784.861
2016-07-04,4902.50,5135.00,4811.00,4898.00,3521200,4847.208
2016-06-27,4334.50,4965.50,4332.00,4879.00,4594600,4828.405
2016-06-20,4185.00,4476.50,4120.00,4385.00,4121900,4339.528
2016-06-13,4188.00,4264.50,4072.00,4116.50,2746700,4073.812
2016-06-06,4216.00,4296.00,4173.50,4218.50,2198900,4174.754
2016-05-30,4205.50,4244.00,4139.15,4206.00,2259300,4162.384
2016-05-23,4144.50,4206.00,4102.00,4205.50,1768700,4161.889
2016-05-16,4194.00,4250.00,4077.50,4147.00,2168300,4103.996
2016-05-09,4218.50,4258.80,4172.50,4224.50,1748400,4180.692
2016-05-02,4170.00,4233.61,4098.00,4199.00,1917700,4155.457
2016-04-25,4118.50,4346.92,4098.50,4170.00,2673500,4126.757
2016-04-18,4207.00,4357.13,4117.50,4133.00,3080100,4090.141
2016-04-11,4199.00,4324.43,4134.24,4232.00,2510200,4188.115
2016-04-04,4081.00,4195.38,4033.53,4190.00,2422600,4146.55
2016-03-28,3995.50,4099.50,3975.50,4083.50,2956500,4041.155
2016-03-21,3962.00,4048.00,3940.00,3995.50,3083500,3954.067
2016-03-14,4076.00,4149.00,3976.50,3977.00,2537400,3935.759
2016-03-07,4070.50,4090.50,3958.50,4076.50,3213100,3931.73
2016-02-29,3918.00,4044.50,3884.00,4044.50,2799800,3900.866
2016-02-22,3872.00,3954.00,3776.50,3915.00,2561600,3775.966
2016-02-15,3778.00,3898.00,3744.50,3830.00,2597900,3693.984
2016-02-08,3745.50,3798.00,3609.00,3708.50,3651700,3576.799
2016-02-01,3895.50,3903.50,3722.50,3726.50,3196600,3594.16
2016-01-25,3642.50,3897.00,3601.50,3897.00,3072800,3758.605
2016-01-18,3595.00,3665.00,3544.00,3625.50,2610300,3496.747
2016-01-11,3614.00,3729.00,3536.00,3595.00,2897700,3467.33
2016-01-04,3748.50,3748.50,3627.00,3631.00,2245400,3502.051
2015-12-28,3781.00,3816.00,3754.00,3771.00,672700,3637.079
2015-12-21,3667.00,3784.50,3647.00,3781.00,981000,3646.724
2015-12-14,3603.50,3788.00,3583.50,3666.50,3152000,3536.291
2015-12-07,3809.50,3861.00,3572.50,3599.00,2686500,3471.188
2015-11-30,3901.50,3931.50,3760.50,3781.00,2320800,3646.724
2015-11-23,3834.00,3909.50,3810.00,3898.50,1585000,3760.052
2015-11-16,3689.00,3892.50,3687.50,3870.00,2162500,3732.564
2015-11-09,3800.00,3810.10,3667.00,3705.50,2103400,3573.906
2015-11-02,3826.00,3901.50,3798.50,3810.00,1771200,3674.694
2015-10-26,3805.00,3906.00,3793.50,3859.50,2466600,3722.437
2015-10-19,3826.00,3906.73,3785.00,3843.50,2067700,3707.005
2015-10-12,3770.50,3834.00,3719.00,3830.00,2287800,3693.984
2015-10-05,3689.00,3782.50,3658.00,3770.00,2196300,3636.115
2015-09-28,3619.00,3678.50,3505.00,3634.50,2863000,3505.427
2015-09-21,3556.00,3635.50,3459.00,3618.00,2986500,3489.513
2015-09-14,3441.50,3634.50,3405.00,3571.00,3587000,3444.182
2015-09-07,3401.50,3484.00,3354.60,3424.00,2256200,3302.403
2015-08-31,3479.00,3479.00,3358.00,3384.50,2293400,3264.305
2015-08-24,3378.00,3487.08,3231.50,3479.00,5018000,3355.449
